derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,income,applicant_age
Not Hispanic or Latino,White,Joint,1,265000,3.625,905000,58,45-54
Not Hispanic or Latino,Black or African American,Female,1,375000,4.25,385000,0,45-54
Not Hispanic or Latino,White,Joint,1,75000,3.625,385000,42,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,1,885000,4.25,985000,204,65-74
Ethnicity Not Available,Race Not Available,Sex Not Available,1,525000,4,705000,86,35-44
Not Hispanic or Latino,White,Male,1,165000,2.75,245000,80,25-34
Not Hispanic or Latino,Joint,Joint,1,365000,4,365000,104,35-44
Not Hispanic or Latino,White,Female,1,485000,4.5,785000,121,65-74
Hispanic or Latino,White,Male,1,155000,4.75,185000,48,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,415000,3.75,425000,167,35-44
Not Hispanic or Latino,White,Male,1,345000,3.99,435000,192,35-44
Not Hispanic or Latino,White,Female,1,185000,3.75,345000,59,55-64
Not Hispanic or Latino,Black or African American,Female,1,415000,3.75,475000,96,35-44
Not Hispanic or Latino,White,Joint,1,525000,3.75,655000,140,35-44
Hispanic or Latino,White,Female,1,285000,3.99,315000,101,25-34
Not Hispanic or Latino,White,Joint,1,465000,3.25,595000,117,25-34
Hispanic or Latino,Race Not Available,Joint,1,465000,5.375,585000,237,45-54
Not Hispanic or Latino,Asian,Male,1,605000,3.875,755000,132,35-44
Not Hispanic or Latino,Black or African American,Female,1,365000,4.25,525000,60,45-54
Not Hispanic or Latino,Asian,Male,1,285000,2.875,575000,204,45-54
Not Hispanic or Latino,White,Joint,1,455000,3.99,755000,127,55-64
Not Hispanic or Latino,White,Female,1,455000,3.99,635000,101,25-34
Not Hispanic or Latino,White,Joint,1,605000,3.875,1145000,145,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,435000,3.99,545000,70,<25
Not Hispanic or Latino,White,Male,1,695000,4,695000,0,55-64
Joint,White,Joint,1,405000,3.99,525000,77,35-44
Hispanic or Latino,White,Male,1,15000,3,365000,66,45-54
Hispanic or Latino,White,Male,1,355000,3.75,365000,66,45-54
Hispanic or Latino,White,Joint,1,405000,4.5,705000,87,45-54
Not Hispanic or Latino,Black or African American,Female,1,415000,3.25,465000,106,55-64
Hispanic or Latino,White,Female,1,305000,3.99,375000,85,35-44
Hispanic or Latino,White,Joint,1,335000,3.99,345000,71,25-34
Not Hispanic or Latino,White,Male,1,225000,3.375,375000,63,35-44
Not Hispanic or Latino,Asian,Male,1,415000,3.5,615000,144,25-34
Not Hispanic or Latino,White,Male,1,565000,3.625,825000,148,25-34
Not Hispanic or Latino,White,Joint,1,535000,4.125,565000,0,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,415000,3.5,455000,77,45-54
Hispanic or Latino,Race Not Available,Sex Not Available,1,495000,5.25,495000,114,25-34
Not Hispanic or Latino,White,Female,1,225000,4.25,235000,53,25-34
Not Hispanic or Latino,Asian,Joint,1,315000,3.875,485000,72,25-34
Not Hispanic or Latino,White,Male,1,485000,4.125,565000,171,45-54
Not Hispanic or Latino,White,Male,1,355000,3.875,525000,138,45-54
Hispanic or Latino,White,Male,1,365000,3.75,475000,76,35-44
Hispanic or Latino,White,Female,1,355000,3.75,365000,66,35-44
Not Hispanic or Latino,White,Joint,1,345000,3.375,655000,139,35-44
Not Hispanic or Latino,White,Female,1,285000,3.125,735000,179,35-44
Not Hispanic or Latino,White,Joint,1,425000,4,455000,96,55-64
Not Hispanic or Latino,Asian,Male,1,445000,3.75,555000,84,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,515000,3.875,725000,180,55-64
Not Hispanic or Latino,Joint,Joint,1,525000,3.625,525000,0,25-34
Not Hispanic or Latino,White,Male,1,305000,3.875,605000,88,55-64
Ethnicity Not Available,White,Female,1,345000,3.875,495000,63,25-34
Not Hispanic or Latino,White,Joint,1,465000,3.99,775000,96,65-74
Ethnicity Not Available,Race Not Available,Joint,1,525000,3.625,565000,125,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,1,515000,3.875,625000,124,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,485000,4.25,615000,183,25-34
Hispanic or Latino,White,Male,1,435000,3.875,545000,119,65-74
Ethnicity Not Available,Race Not Available,Sex Not Available,1,295000,3.375,295000,0,35-44
Not Hispanic or Latino,White,Joint,1,305000,4,315000,0,25-34
Not Hispanic or Latino,White,Male,1,155000,4.25,155000,42,25-34
Not Hispanic or Latino,White,Male,1,285000,3.75,465000,101,55-64
Not Hispanic or Latino,White,Female,1,255000,4.25,255000,57,25-34
Not Hispanic or Latino,Asian,Male,1,395000,3.625,505000,98,25-34
Not Hispanic or Latino,White,Female,1,435000,3.75,785000,149,45-54
Not Hispanic or Latino,White,Joint,1,555000,3.75,575000,0,45-54
Not Hispanic or Latino,White,Female,1,405000,3.99,635000,89,35-44
Not Hispanic or Latino,Black or African American,Joint,1,435000,4,485000,74,35-44
Not Hispanic or Latino,Asian,Male,1,405000,3.5,415000,145,35-44
Not Hispanic or Latino,Asian,Female,1,555000,4.125,725000,233,25-34
Joint,White,Joint,1,165000,3.25,805000,76,65-74
Joint,Joint,Joint,1,755000,4.25,1085000,250,35-44
Hispanic or Latino,White,Male,1,765000,4.625,895000,0,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,385000,4.375,425000,166,45-54
Not Hispanic or Latino,Black or African American,Female,1,375000,3.5,385000,92,45-54
Not Hispanic or Latino,Asian,Female,1,365000,3.75,515000,114,55-64
Not Hispanic or Latino,Asian,Male,1,255000,3.625,355000,126,35-44
Hispanic or Latino,White,Male,1,365000,3.875,465000,66,25-34
Not Hispanic or Latino,Asian,Female,1,485000,3.625,655000,127,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,425000,3.5,955000,113,65-74
Hispanic or Latino,White,Male,1,395000,3.99,415000,147,35-44
Joint,Joint,Joint,1,275000,4.125,405000,84,45-54
Not Hispanic or Latino,Asian,Joint,1,445000,3.49,555000,198,35-44
Not Hispanic or Latino,Asian,Female,1,205000,3.99,255000,124,35-44
Hispanic or Latino,White,Male,1,175000,4,185000,41,<25
Hispanic or Latino,White,Male,1,5000,3,185000,41,<25
Not Hispanic or Latino,White,Joint,1,255000,3.25,455000,60,65-74
Joint,Joint,Joint,1,355000,3.99,425000,121,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,215000,3.5,465000,73,55-64
Ethnicity Not Available,Joint,Joint,1,695000,4,735000,0,55-64
Not Hispanic or Latino,White,Female,1,275000,3.99,735000,68,55-64
Not Hispanic or Latino,White,Joint,1,405000,3.99,485000,211,35-44
Hispanic or Latino,White,Female,1,415000,3.875,435000,110,35-44
Hispanic or Latino,White,Male,1,265000,3.99,275000,68,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,395000,3.375,555000,164,65-74
Not Hispanic or Latino,White,Female,1,355000,3.125,775000,104,45-54
Not Hispanic or Latino,Black or African American,Female,1,645000,4.25,805000,196,45-54
Hispanic or Latino,White,Female,1,65000,3.75,145000,40,35-44
Hispanic or Latino,White,Joint,1,535000,3.375,535000,0,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,1,515000,3.5,605000,156,25-34
Not Hispanic or Latino,Asian,Male,1,485000,3.75,675000,142,35-44
Not Hispanic or Latino,White,Male,1,265000,3.875,335000,119,25-34
Hispanic or Latino,White,Joint,1,15000,3,405000,113,35-44
Hispanic or Latino,White,Joint,1,395000,4,405000,113,35-44
Not Hispanic or Latino,White,Male,1,915000,4,1175000,201,35-44
Not Hispanic or Latino,White,Male,1,415000,3.375,435000,97,45-54
Not Hispanic or Latino,White,Joint,1,425000,3.5,955000,95,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,1,585000,3.5,595000,211,35-44
Not Hispanic or Latino,White,Joint,1,485000,3.615,625000,140,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,695000,3.75,735000,159,45-54
Not Hispanic or Latino,Asian,Joint,1,525000,4,705000,115,55-64
Not Hispanic or Latino,Black or African American,Joint,1,465000,3.625,955000,182,55-64
Not Hispanic or Latino,Asian,Joint,1,575000,4,675000,132,35-44
Hispanic or Latino,White,Male,1,15000,3,375000,84,45-54
Not Hispanic or Latino,White,Male,1,75000,3.99,435000,21,55-64
Hispanic or Latino,White,Male,1,365000,3.5,375000,84,45-54
Hispanic or Latino,Race Not Available,Female,1,465000,3.5,515000,92,45-54
Ethnicity Not Available,Race Not Available,Joint,1,535000,3.875,605000,214,35-44
Hispanic or Latino,White,Joint,1,15000,3,535000,109,35-44
Hispanic or Latino,White,Joint,1,525000,3.375,535000,109,35-44
Not Hispanic or Latino,Asian,Joint,1,115000,3.25,455000,69,55-64
Hispanic or Latino,White,Joint,1,265000,3.99,455000,86,45-54
Hispanic or Latino,Race Not Available,Male,1,255000,4.375,405000,48,25-34
Not Hispanic or Latino,Black or African American,Male,1,525000,3.5,565000,92,55-64
Joint,White,Joint,1,295000,3.25,515000,124,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,1,435000,3.99,485000,216,45-54
Not Hispanic or Latino,White,Male,1,205000,3.74,715000,103,45-54
Not Hispanic or Latino,White,Joint,1,515000,4.125,525000,0,35-44
Not Hispanic or Latino,White,Male,1,525000,3.875,695000,123,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,3,505000,4.458762699,655000,66,55-64
Not Hispanic or Latino,White,Joint,1,225000,3.125,555000,118,35-44
Hispanic or Latino,White,Male,1,165000,4.25,175000,0,35-44
Not Hispanic or Latino,White,Male,1,335000,3.875,495000,63,35-44
Not Hispanic or Latino,Asian,Female,1,315000,3.625,555000,72,55-64
Hispanic or Latino,White,Joint,1,375000,3.375,525000,96,25-34
Not Hispanic or Latino,White,Joint,1,335000,3.99,495000,141,35-44
Not Hispanic or Latino,Asian,Male,1,525000,3.875,625000,92,35-44
Hispanic or Latino,White,Joint,1,295000,4.5,315000,62,55-64
Not Hispanic or Latino,White,Joint,1,475000,3.99,505000,146,35-44
Not Hispanic or Latino,White,Female,1,445000,3.75,485000,168,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,175000,3.75,215000,52,55-64
Not Hispanic or Latino,Black or African American,Male,1,415000,3.5,525000,87,35-44
Ethnicity Not Available,Race Not Available,Female,1,325000,3.375,405000,70,45-54
Not Hispanic or Latino,White,Male,1,335000,4.5,505000,142,35-44
Not Hispanic or Latino,Race Not Available,Female,1,345000,3.625,545000,186,25-34
Joint,White,Joint,1,375000,4.5,395000,149,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,595000,3.625,675000,176,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,3,305000,4.458762699,345000,66,>74
Hispanic or Latino,White,Male,1,415000,4.625,695000,88,55-64
Ethnicity Not Available,Race Not Available,Female,1,445000,3.99,585000,258,25-34
Not Hispanic or Latino,White,Male,1,205000,3.99,265000,46,35-44
Not Hispanic or Latino,Asian,Male,1,385000,4.375,425000,101,45-54
Not Hispanic or Latino,White,Joint,1,225000,4.625,215000,0,>74
Not Hispanic or Latino,White,Joint,1,345000,3.49,735000,91,35-44
Not Hispanic or Latino,White,Joint,1,485000,3.875,655000,213,55-64
Not Hispanic or Latino,Asian,Male,1,365000,3.5,495000,107,35-44
Not Hispanic or Latino,White,Joint,1,255000,3.74,265000,79,25-34
Not Hispanic or Latino,White,Female,1,615000,4,985000,205,55-64
Not Hispanic or Latino,White,Joint,1,285000,3.99,355000,86,25-34
Not Hispanic or Latino,White,Joint,1,455000,3.99,705000,207,55-64
Not Hispanic or Latino,White,Male,1,315000,3.5,605000,92,55-64
Not Hispanic or Latino,White,Male,1,485000,3.5,695000,138,45-54
Not Hispanic or Latino,White,Female,1,325000,3.99,415000,92,25-34
Not Hispanic or Latino,Black or African American,Female,1,465000,3.99,485000,142,45-54
Hispanic or Latino,White,Joint,1,355000,3.25,365000,76,25-34
Not Hispanic or Latino,Asian,Joint,1,485000,3.875,625000,240,55-64
Joint,Joint,Joint,1,475000,3.875,645000,199,35-44
Not Hispanic or Latino,White,Female,1,715000,3.875,895000,254,35-44
Hispanic or Latino,White,Male,1,315000,4.125,335000,96,45-54
Not Hispanic or Latino,White,Female,1,425000,3.99,635000,72,35-44
Hispanic or Latino,White,Male,1,485000,3.875,515000,115,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,1,175000,3.99,235000,84,45-54
Not Hispanic or Latino,White,Male,1,695000,3.875,825000,167,25-34
Not Hispanic or Latino,White,Joint,1,665000,4,675000,0,55-64
Hispanic or Latino,White,Joint,1,465000,3.875,565000,117,45-54
Ethnicity Not Available,Race Not Available,Sex Not Available,1,375000,3.99,505000,96,25-34
Not Hispanic or Latino,White,Male,1,485000,3.25,565000,102,35-44
Not Hispanic or Latino,White,Joint,1,515000,4.125,815000,232,35-44
Not Hispanic or Latino,Black or African American,Joint,1,415000,3.375,465000,109,65-74
Not Hispanic or Latino,White,Female,1,325000,3.875,375000,85,35-44
Not Hispanic or Latino,White,Male,1,275000,3.875,465000,67,55-64
Hispanic or Latino,White,Male,1,415000,3.99,465000,155,45-54
Hispanic or Latino,White,Female,1,315000,4.25,455000,85,25-34
Not Hispanic or Latino,White,Female,1,185000,3.99,255000,58,35-44
Not Hispanic or Latino,White,Male,1,415000,4.5,525000,120,35-44
Not Hispanic or Latino,Joint,Joint,1,485000,3.5,825000,98,65-74
Ethnicity Not Available,Race Not Available,Sex Not Available,1,425000,3.99,545000,128,35-44
Hispanic or Latino,White,Male,1,345000,3.99,365000,90,45-54
Hispanic or Latino,White,Male,1,385000,3.99,655000,147,35-44
Not Hispanic or Latino,Asian,Male,1,365000,3.625,615000,70,35-44
Hispanic or Latino,White,Male,1,175000,4.75,195000,61,45-54
Not Hispanic or Latino,Asian,Female,1,605000,5.125,765000,156,25-34
Not Hispanic or Latino,White,Female,1,335000,3.99,575000,85,45-54
Not Hispanic or Latino,White,Female,1,415000,3.99,485000,95,35-44
Hispanic or Latino,White,Joint,1,725000,3.625,715000,0,65-74
Hispanic or Latino,White,Joint,1,375000,3.75,1105000,89,45-54
Hispanic or Latino,White,Male,1,365000,3.875,605000,110,45-54
Ethnicity Not Available,Race Not Available,Sex Not Available,1,305000,4.25,335000,0,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,85000,3.875,95000,19,55-64
Hispanic or Latino,White,Male,1,395000,3.75,405000,129,25-34
Not Hispanic or Latino,White,Male,1,255000,4.125,315000,110,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,275000,3.5,325000,89,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,1,465000,3.875,575000,140,25-34
Not Hispanic or Latino,White,Female,1,455000,3.375,545000,141,45-54
Not Hispanic or Latino,Asian,Female,1,325000,3.875,505000,127,35-44
Not Hispanic or Latino,White,Male,1,275000,3.99,365000,85,35-44
Hispanic or Latino,White,Male,1,485000,3.99,595000,90,55-64
Not Hispanic or Latino,Asian,Joint,1,415000,3.615,515000,186,35-44
Not Hispanic or Latino,White,Joint,1,535000,3.5,665000,79,25-34
Not Hispanic or Latino,Black or African American,Male,1,225000,3.375,245000,68,45-54
Joint,White,Joint,1,335000,3.5,555000,89,45-54
Hispanic or Latino,White,Male,1,325000,3.875,325000,0,25-34
Hispanic or Latino,White,Male,1,345000,3.875,425000,210,35-44
Hispanic or Latino,White,Male,1,365000,4.25,485000,121,35-44
Not Hispanic or Latino,Asian,Female,1,475000,5,635000,155,35-44
Hispanic or Latino,White,Male,1,325000,3.99,855000,54,65-74
Ethnicity Not Available,Race Not Available,Sex Not Available,1,705000,3.375,995000,0,55-64
Not Hispanic or Latino,White,Male,1,365000,3.625,455000,68,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,435000,3.5,855000,205,35-44
Not Hispanic or Latino,Asian,Female,1,645000,3.875,935000,132,35-44
Not Hispanic or Latino,Asian,Male,1,395000,3.5,465000,84,35-44
Ethnicity Not Available,Race Not Available,Joint,1,645000,4.125,835000,200,45-54
Not Hispanic or Latino,White,Male,1,435000,3.375,585000,166,35-44
Not Hispanic or Latino,White,Male,1,155000,3.875,265000,64,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,3,155000,4.458762699,225000,48,55-64
Hispanic or Latino,White,Female,1,175000,3.625,465000,62,65-74
Not Hispanic or Latino,White,Male,1,635000,4.25,625000,146,45-54
Not Hispanic or Latino,White,Joint,1,465000,4,625000,125,25-34
Joint,White,Joint,1,305000,3.75,305000,0,55-64
Not Hispanic or Latino,Black or African American,Female,1,445000,3.75,455000,141,35-44
Not Hispanic or Latino,White,Male,1,365000,3.5,375000,89,25-34
Not Hispanic or Latino,White,Joint,1,485000,3.99,725000,151,35-44
Hispanic or Latino,White,Male,1,265000,5.25,275000,85,25-34
Hispanic or Latino,White,Joint,1,225000,3.75,235000,90,25-34
Hispanic or Latino,White,Joint,1,205000,4.875,215000,41,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,365000,3.99,455000,127,35-44
Not Hispanic or Latino,White,Male,1,395000,3.49,555000,142,25-34
Not Hispanic or Latino,White,Joint,1,275000,3.875,615000,194,65-74
Ethnicity Not Available,Race Not Available,Sex Not Available,1,525000,3.625,535000,0,35-44
Not Hispanic or Latino,White,Joint,1,315000,3.99,695000,104,45-54
Ethnicity Not Available,Race Not Available,Sex Not Available,1,375000,3.625,465000,91,35-44
Not Hispanic or Latino,White,Male,1,315000,3.375,475000,116,35-44
Hispanic or Latino,White,Male,1,225000,4.5,285000,40,55-64
Not Hispanic or Latino,White,Male,1,365000,3.5,365000,50,65-74
Not Hispanic or Latino,White,Female,1,335000,4.25,345000,90,25-34
Not Hispanic or Latino,Black or African American,Male,3,275000,4.458762699,475000,38,65-74
Hispanic or Latino,White,Male,1,205000,4.25,245000,57,35-44
Not Hispanic or Latino,White,Joint,1,415000,3.5,605000,111,35-44
Ethnicity Not Available,Race Not Available,Male,1,125000,4.25,125000,120,45-54
Not Hispanic or Latino,White,Male,1,365000,3.5,485000,125,25-34
Hispanic or Latino,White,Male,1,115000,3.375,265000,94,35-44
Hispanic or Latino,White,Male,1,355000,4.625,365000,94,25-34
Hispanic or Latino,White,Male,1,255000,4.125,255000,56,35-44
Hispanic or Latino,White,Male,1,15000,3,365000,94,25-34
Not Hispanic or Latino,White,Female,1,385000,3.99,515000,85,55-64
Hispanic or Latino,White,Female,1,235000,3.75,255000,46,55-64
Hispanic or Latino,White,Joint,1,365000,4.375,535000,70,45-54
Hispanic or Latino,White,Male,1,515000,3.5,525000,114,25-34
Hispanic or Latino,White,Male,1,15000,3,525000,114,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,3,165000,4.458762699,315000,13,45-54
Not Hispanic or Latino,Asian,Male,1,435000,3.375,425000,107,45-54
